Company Name,Industry group,ISIN code,NSE symbol,Date,Total income from continuing operations,Net sales,Total expenses,Interest expenses,Depreciation,Total tax provision,Net Profit/(Loss) for the period from continuing operations (after tax),Reported Profit after tax,PBT,PBDT,PBDIT,PBIT net of P&E,Earnings per share before extraordinary item,Closing Price,Date.1,Closing Price.1,Shares Outstanding,Market Capitalisation,EPS,P/E,Number of Transactions,Enterprise value,Industry P/E,Beta,industry_score
Axita Cotton Ltd.,Wholesale trading,INE02EZ01022,AXITA,31-12-2022,131.39,130.45,128.4,0.12,0.32,1.51,4.7,4.7,6.21,6.53,6.65,6.33,0.24,12.89,,61.15,196560000,1201.9644,0.903541,67.678176,2193,1198.4144,116.56,0.21276,-0.23739051576619835
B A S F India Ltd.,Diversified,INE373A01013,BASF,31-12-2022,2910.08,2898.1,2711.77,2.75,45.86,4.84,10.64,10.64,15.48,61.34,64.09,20.81,2.5,3899.65,,2436.2,43285640,10545.247617,103.42691,23.554798,3045,10540.547617,35.94,0.712635,-0.18790891179554034
B E M L Ltd.,Mining & construction equipment,INE258A01024,BEML,31-12-2022,1041.95,1036.97,851.15,12.04,15.89,13.14,66.54,66.54,66.54,82.43,94.47,78.58,15.98,1720.15,,1539.4,41644500,6410.75433,-11.759056,30.7236545,1665,7214.18433,-52.26,1.687609,-0.23291766806118053
B F Invst. Ltd.,Other fund based financial services,INE878K01010,BFINVEST,31-12-2022,8.9,7.86,2.67,6.715,0.15,1.7,6.23,6.23,7.93,8.08,8.08,6.89,1.66,411.25,,319.25,37667628,1202.539024,15.381908,20.754902,234,1062.859024,33.67,1.482659,-0.23981065613779393
B F Utilities Ltd.,Renewable electricity,INE243D01012,BFUTILITIE,31-12-2022,10.3,2.96,4.38,6.715,0.18,0.78,5.92,5.92,6.7,6.88,6.88,6.7,1.57,637.0,,367.65,37667628,1384.850343,1.72031,213.711473,868,1375.120343,-41.34,2.127302,0.24396994071594968
B L S International Services Ltd.,Business services & consultancy,INE153T01027,BLS,31-12-2022,30.27,21.98,22.67,0.03,0.57,2.36,7.6,7.6,9.96,10.53,10.56,9.99,0.19,325.55,,182.95,410820000,7515.9519,1.041819,175.606353,4166,7464.9219,60.13,1.721643,-0.22231802174705587
Bajaj Auto Ltd.,Two & three wheelers,INE917I01010,BAJAJ-AUTO,31-12-2022,9584.26,9315.14,7847.9,8.48,73.95,472.08,1491.42,1491.42,1963.5,2037.45,2045.93,1971.98,52.7,9002.65,,3818.8,282957358,108055.755873,199.536426,19.13836,1673,106475.165873,25.13,0.865651,0.5446855727983667
Bajaj Consumer Care Ltd.,Personal & home care products,INE933K01021,BAJAJCON,31-12-2022,238.76,228.39,202.38,0.27,2.12,7.13,33.7,33.7,40.83,42.95,43.22,41.1,2.29,253.6,,170.25,145608071,2478.977409,9.423928,18.065715,195,1857.377409,60.31,0.841607,0.16766831650016678
Bajaj Electricals Ltd.,Wholesale trading,INE193E01025,BAJAJELEC,31-12-2022,1502.53,1483.13,1482.22,16.7,17.8,21.91,63.48,63.48,85.39,103.19,119.89,102.09,5.52,479.8,,1074.3,115032219,12357.911287,11.446358,93.855178,889,12317.761287,116.56,1.36395,-0.23739051576619835
Bajaj Finance Ltd.,Other asset financing services,INE296A01032,BAJFINANCE,31-12-2022,9214.69,9213.54,6590.47,2455.18,108.31,916.06,2624.22,2624.22,3540.28,3648.59,6103.77,5995.46,43.43,1008.0,,5885.6,605429233,356331.429374,147.205644,39.982163,10214,473131.999374,27.82,1.53931,0.024683058054876778
Bajaj Finserv Ltd.,Other fund based financial services,INE918I01026,BAJAJFINSV,31-12-2022,49.84,32.84,44.91,6.715,0.8,1.2,4.93,4.93,6.13,6.93,6.93,6.13,0.0,2043.9,,1343.15,1592815460,213939.00851,4.440376,302.485626,10213,213916.95851,33.67,1.362356,-0.23981065613779393
Bajaj Healthcare Ltd.,Drugs & pharmaceuticals,INE411U01027,BAJAJHCARE,31-12-2022,141.96,141.89,136.6,6.74,6.92,3.99,11.05,11.05,15.04,21.96,28.7,21.78,4.01,418.5,,404.8,27598400,1117.183232,19.341701,20.928873,617,1371.943232,39.53,0.505751,-0.19195911292555537
Bajaj Hindusthan Sugar Ltd.,Sugar,INE306A01021,BAJAJHIND,31-12-2022,1425.75,1422.78,2316.95,94.97,53.74,13.14,-58.56,-58.56,-58.56,-4.82,90.15,36.41,-0.47,18.46,,14.95,1277359942,1909.653113,-1.311768,30.7236545,2839,6733.283113,42.95,1.432365,-0.26522110760151973
Bajaj Holdings & Invst. Ltd.,Other fund based financial services,INE118A01012,BAJAJHLDNG,31-12-2022,106.93,90.54,57.69,0.69,7.96,16.33,49.24,49.24,65.57,73.53,74.22,66.26,4.4,11133.85,,5875.9,111293510,65394.953541,156.11063,37.639333,873,65480.453541,33.67,0.976107,-0.23981065613779393
Balaji Amines Ltd.,Organic chemicals,INE050E01027,BALAMINES,31-12-2022,415.65,413.49,406.49,0.59,8.58,12.68,36.41,36.41,49.09,57.67,58.26,49.76,11.24,1115.8,,2387.25,32401000,7734.928725,83.411006,28.620324,2876,7686.798725,41.8,1.883597,-0.1787325857282407
Balkrishna Industries Ltd.,Tyres & tubes,INE787D01026,BALKRISIND,31-12-2022,2185.43,2142.32,2057.32,101.19,144.92,42.22,99.62,99.62,141.84,286.76,387.95,243.03,5.15,2365.25,,2219.3,193317190,42902.883977,61.606006,36.024085,1020,44042.793977,47.38,1.237073,-0.16493441179989252
Balmer Lawrie & Co. Ltd.,Diversified manufacturing,INE164A01016,BALMLAWRIE,31-12-2022,514.55,511.12,491.29,2.96,11.58,9.77,27.38,27.38,37.15,48.73,51.69,40.11,1.6,174.35,,120.15,171003846,2054.61121,7.783451,15.436598,399,1667.07121,34.93,1.002715,-0.2730534186329821
Balrampur Chini Mills Ltd.,Sugar,INE119A01028,BALRAMCHIN,31-12-2022,1001.23,981.16,1187.88,5.89,32.76,16.67,44.41,44.41,61.08,93.84,99.73,66.97,2.18,437.55,,377.7,203936477,7702.680736,12.595098,29.987856,1299,8910.170736,42.95,1.101777,-0.26522110760151973
Banco Products (India) Ltd.,Other automobile ancillaries,INE213C01025,BANCOINDIA,31-12-2022,245.02,237.01,210.29,0.08,5.39,11.01,33.02,33.02,44.03,49.42,49.5,44.11,4.62,704.75,,200.5,71518650,1433.948932,30.661932,6.539053,701,1352.508932,38.68,1.027163,-0.25847999501499275
Bandhan Bank Ltd.,Banking services,INE545U01014,BANDHANBNK,31-12-2022,4840.95,3807.64,4550.38,1727.21,13.67,90.11,290.57,290.57,380.68,380.68,2107.89,2107.89,1.81,150.1,,244.25,1610834202,39344.625384,26.634336,9.170493,1910,49944.505384,18.44,1.688325,0.17737526706292647
Bank Of Baroda,Banking services,INE028A01039,BANKBARODA,31-12-2022,27092.09,23540.14,23239.35,12721.83,13.67,1975.52,3852.74,3852.74,5828.26,5828.26,18550.09,18550.09,7.45,291.95,,167.9,5171362179,86827.170985,17.227666,9.745952,11025,68071.470985,18.44,1.518346,0.17737526706292647
Bank Of India,Banking services,INE084A01016,BANKINDIA,31-12-2022,14159.6,12727.75,13008.59,7132.72,13.67,621.94,1151.01,1151.01,1772.95,1772.95,8905.67,8905.67,2.8,143.2,,83.15,4103566070,34121.151872,2.512619,33.092954,8843,-30676.128128,18.44,1.614283,0.17737526706292647
Bank Of Maharashtra,Banking services,INE457A01014,MAHABANK,31-12-2022,4769.78,4129.04,3994.75,2149.42,13.67,223.36,775.03,775.03,998.39,998.39,3147.81,3147.81,1.15,57.33,,30.4,6730496447,20460.709199,2.914258,10.431473,5462,8291.479199,18.44,1.050151,0.17737526706292647
Bannari Amman Sugars Ltd.,Sugar,INE459A01010,BANARISUG,31-12-2022,933.93,932.36,714.27,12.92,18.79,26.83,40.85,40.85,67.68,86.47,99.39,80.6,32.58,3600.3,,2759.0,12539700,3459.70323,69.714586,39.575649,10,4415.68323,42.95,1.01858,-0.26522110760151973
Bata India Ltd.,Retail trading,INE176A01028,BATAINDIA,31-12-2022,907.72,900.21,659.77,28.58,75.38,26.53,83.11,83.11,109.64,185.02,213.6,138.22,6.47,948.3,,1529.0,128527540,19651.860866,26.567847,57.550768,1246,19780.930866,131.24,0.96742,-0.07458873961639617
Bayer Cropscience Ltd.,Pesticides,INE462A01022,BAYERCROP,31-12-2022,1153.8,1037.9,901.7,3.4,14.3,49.1,134.5,134.5,183.6,197.9,201.3,86.3,29.93,4310.35,,4458.95,44942092,20039.454112,144.919823,30.768393,318,19529.054112,30.43,0.794172,-0.2787880162986381
Bengal & Assam Co. Ltd.,Other fund based financial services,INE083K01017,,31-12-2022,4.06,2.17,5.96,3.74,0.17,0.57,-1.9,-1.9,-1.33,-1.16,2.58,2.41,-1.68,6883.65,,4195.9,11296328,4739.826266,66.455223,63.138754,60,4999.386266,33.67,1.014304,-0.23981065613779393
Berger Paints India Ltd.,Paints & varnishes,INE463A01038,BERGEPAINT,31-12-2022,2458.42,2418.91,2049.31,25.59,56.85,61.27,207.1,207.1,268.37,325.22,350.81,293.96,1.78,537.8,,549.2,971399436,53349.257025,8.446474,65.021215,3527,53938.637025,65.91,0.854301,0.021625188158417272
Best Agrolife Ltd.,Wholesale trading,INE052T01013,BESTAGRO,31-12-2022,238.9,237.55,217.1,6.1,1.33,6.66,9.2,9.2,15.86,17.19,23.29,21.96,3.89,383.1,,1191.6,23644740,2817.507218,42.656422,27.934833,1345,2914.257218,116.56,0.072325,-0.23739051576619835
Bhagiradha Chemicals & Inds. Ltd.,Pesticides,INE414D01027,BHAGCHEM,31-12-2022,126.62,126.0,126.66,0.84,2.45,4.84,12.09,12.09,16.93,19.38,20.22,17.77,11.6,229.35,,1284.0,10405483,1336.064017,45.658621,28.121743,175,1413.584017,30.43,0.586213,-0.2787880162986381
Bhansali Engineering Polymers Ltd.,Polymers,INE922A01025,BEPL,31-12-2022,345.95,338.97,294.25,0.13,2.51,12.4,33.32,33.32,45.72,48.23,48.36,45.85,1.34,86.42,,107.25,165905640,1779.337989,11.726545,9.145916,1101,1570.677989,18.93,1.414919,-0.2527023583107275
Bharat Bijlee Ltd.,"Generators, transformers & switchgears",INE464A01036,BBL,31-12-2022,395.12,388.03,372.97,5.84,3.3,7.48,23.09,23.09,30.57,33.87,39.71,36.41,40.85,2722.7,,2572.6,5651560,1453.920326,118.197453,21.765274,615,1058.300326,78.35,1.269535,-0.19481232573431395
Bharat Dynamics Ltd.,Communication equipment,INE171Z01026,BDL,31-12-2022,498.01,461.55,426.23,0.83,18.61,22.18,83.74,83.74,105.92,124.53,125.36,106.75,4.57,1372.1,,945.9,183281250,17336.573437,26.326206,35.929977,2642,15477.883437,32.45,1.091682,-0.14405235238570346
Bharat Electronics Ltd.,Communication equipment,INE263A01024,BEL,31-12-2022,4188.48,4131.01,3604.03,9.73,100.8,201.66,598.77,598.77,800.43,901.23,910.96,810.16,0.82,392.75,,94.95,7309778829,69406.349981,3.651793,26.000925,17934,61958.179981,32.45,1.038228,-0.14405235238570346
Bharat Forge Ltd.,Other automobile ancillaries,INE465A01025,BHARATFORG,31-12-2022,2035.66,1952.1,1732.17,84.85,107.91,95.17,289.18,289.18,384.35,492.26,577.11,464.92,6.21,1439.7,,875.2,465588632,40748.317073,24.008748,36.45338,2098,44096.667073,38.68,1.494542,-0.25847999501499275
Bharat Heavy Electricals Ltd.,Boilers & turbines,INE257A01026,BHEL,31-12-2022,5362.27,5263.38,5303.51,139.25,62.47,10.43,31.0,31.0,41.43,103.9,243.15,180.68,0.09,276.2,,78.5,3482063355,27334.197337,-8.560413,30.7236545,6873,25208.157337,-21.11,1.49409,-0.12183226043480944
Bharat Petroleum Corpn. Ltd.,Refinery,INE029A01011,BPCL,31-12-2022,119649.23,119158.1,114697.74,977.97,1582.01,205.46,1959.58,1959.58,2165.04,3747.05,4725.02,3103.81,9.2,365.95,,343.25,2169252744,74459.600438,-7.447081,30.7236545,4448,100669.480438,47.49,1.108752,0.19851265422955744
Bharat Rasayan Ltd.,Pesticides,INE838B01021,BHARATRAS,31-12-2022,315.25,309.29,323.92,1.55,6.57,12.73,36.57,36.57,49.3,55.87,57.42,51.14,88.01,2298.9,,9285.45,4155268,3858.353325,388.230073,23.91739,22,4031.523325,30.43,1.215769,-0.2787880162986381
Bharti Airtel Ltd.,Telecommunication services,INE397D01024,BHARTIARTL,31-12-2022,21945.1,21606.1,25167.4,3529.2,6661.1,341.8,-3222.3,-3222.3,-2880.5,3780.6,7309.8,4925.1,-5.69,2096.3,,770.25,5965901604,459523.571048,1.396939,551.384175,3569,563277.171048,-19.34,0.803844,-0.01775097677186995
Bikaji Foods Intl. Ltd.,Processed foods,INE00E101023,BIKAJI,31-12-2022,514.96,502.59,472.16,2.06,12.12,11.09,37.74,37.74,48.83,60.95,63.01,50.89,1.51,749.4,,392.25,249509880,9787.025043,4.753319,82.52129,4563,9796.545043,67.56,1.750964,-0.13872794997574678
Biocon Ltd.,Drugs & pharmaceuticals,INE376G01013,BIOCON,31-12-2022,614.9,555.0,602.1,21.4,29.1,11.3,35.2,35.2,46.5,75.6,97.0,67.9,0.29,398.35,,235.1,1200600000,28226.106,1.461769,160.832513,2730,10464.606,39.53,0.676114,-0.19195911292555537
Birla Corporation Ltd.,Cement,INE340A01012,BIRLACORPN,31-12-2022,1292.9,1284.55,1388.57,29.77,43.82,2.58,7.02,7.02,9.6,53.42,83.19,39.37,0.91,1059.05,,906.6,77005347,6981.304759,3.980243,227.775033,1062,7668.774759,48.83,1.311086,-0.2010629948632316
Birlanu Ltd.,Other construction materials,INE557A01011,BIRLANU,31-12-2022,479.65,475.45,487.45,2.04,15.18,8.28,22.77,22.77,31.05,46.23,48.27,33.09,30.26,1512.1,,2495.55,7535339,1880.481524,160.271489,15.570767,358,1928.381524,43.29,1.623334,-0.22983335779461173
Birlasoft Ltd.,Computer software,INE836A01035,BSOFT,31-12-2022,633.09,616.97,585.86,2.65,19.5,16.76,47.23,47.23,63.99,83.49,86.14,66.64,1.72,433.45,,301.8,273420473,8251.829875,9.160616,32.945382,3178,7500.639875,29.01,1.371322,-0.22129977102466347
Black Box Ltd.,Wholesale trading,INE676A01027,BBOX,31-12-2022,106.77,105.77,102.6,1.52,1.62,13.14,10.41,10.41,10.41,12.03,13.55,11.93,0.62,514.6,,126.6,167904610,2125.672363,0.114946,1101.384644,41,2178.532363,116.56,0.999498,-0.23739051576619835
Blue Dart Express Ltd.,Transport logistics services,INE233B01017,BLUEDART,31-12-2022,1351.02,1337.08,1264.09,4.15,41.44,29.76,86.93,86.93,116.69,158.13,162.28,123.09,36.64,5398.55,,6299.8,23727934,14948.123861,169.087625,37.257605,870,15013.693861,41.66,0.793802,-0.14794687699617792
Blue Star Ltd.,Air-conditioners & refrigerators,INE472A01039,BLUESTARCO,31-12-2022,1654.12,1648.59,1679.43,15.86,14.76,18.01,52.09,52.09,70.1,84.86,100.72,85.96,5.41,1782.05,,1228.3,96313888,11830.234863,19.485248,63.037432,821,12238.294863,87.15,1.001961,-0.026038573553391477
Bombay Burmah Trdg. Corpn. Ltd.,Diversified manufacturing,INE050A01025,BBTC,31-12-2022,71.66,62.16,98.55,22.58,1.71,13.14,-28.06,-26.39,-26.39,-24.68,-2.1,-5.48,-3.78,1904.7,,882.75,69771900,6159.114472,-7.712274,30.7236545,324,6701.494472,34.93,1.446088,-0.2730534186329821
Bombay Dyeing & Mfg. Co. Ltd.,Man-made filaments & fibres,INE032A01023,BOMDYEING,31-12-2022,658.26,651.97,606.13,138.64,7.98,13.14,-100.55,-100.55,-100.55,-92.57,46.07,38.09,-4.87,131.45,,73.15,206534900,1510.802794,-4.602128,30.7236545,1260,5146.192794,65.07,2.204485,-0.2770221589770385
Borosil Ltd.,Wholesale trading,INE02PY01013,BOROLTD,31-12-2022,224.5,207.17,187.85,0.35,5.18,4.75,15.93,15.93,20.68,25.86,26.21,16.78,1.39,286.95,,356.7,114396177,4080.511634,7.69781,46.337856,755,3998.821634,116.56,0.774152,-0.23739051576619835
Borosil Renewables Ltd.,Glass & glassware,INE666D01022,BORORENEW,31-12-2022,170.97,161.39,150.24,2.06,10.92,7.67,22.47,22.47,30.14,41.06,43.12,32.2,1.72,555.55,,477.6,130482179,6231.828869,8.837989,54.039446,2623,6348.418869,33.34,1.396489,-0.21582624876912887
Bosch Ltd.,Other automobile ancillaries,INE323A01026,BOSCHLTD,31-12-2022,3791.1,3659.9,3483.4,2.0,108.3,99.6,318.9,318.9,418.5,526.8,528.8,426.6,108.12,36026.95,,17008.85,29493640,50165.289871,460.146662,36.963976,237,42964.389871,38.68,1.228839,-0.25847999501499275
Brigade Enterprises Ltd.,Housing construction,INE791I01019,BRIGADE,31-12-2022,557.93,513.87,442.55,34.89,20.43,25.32,69.98,69.98,95.3,115.73,150.62,130.19,3.03,866.4,,459.7,230662754,10603.566801,14.794326,31.072723,346,11945.596801,83.37,1.374776,-0.2017080929626154
Brightcom Group Ltd.,Computer software,INE425B01027,BCG,31-12-2022,123.59,118.57,119.65,1.38,0.02,2.03,3.94,3.94,5.97,5.99,7.37,7.35,0.02,10.9,,25.05,2018521873,5056.397292,0.016101,1555.814551,11959,5150.597292,29.01,1.211932,-0.22129977102466347
Britannia Industries Ltd.,Bakery products,INE216A01030,BRITANNIA,31-12-2022,4287.33,4011.17,3549.39,35.4,50.0,213.65,766.93,766.93,980.58,1030.58,1065.98,788.24,31.84,6102.75,,4318.1,240868296,104009.338896,73.291505,58.916787,2128,106138.188896,60.29,0.679277,0.26079189161249283
Butterfly Gandhimathi Appliances Ltd.,Diversified manufacturing,INE295F01017,BUTTERFLY,31-12-2022,250.43,248.44,238.28,1.52,4.0,6.36,11.74,11.74,18.1,22.1,23.62,19.62,6.57,647.0,,1426.95,17879551,2551.32253,17.131303,83.294892,11,2602.72253,34.93,1.625677,-0.2730534186329821
C C L Products (India) Ltd.,Coffee,INE421D01022,CCL,31-12-2022,395.94,358.07,313.31,9.06,10.13,-1.68,68.03,68.03,66.35,76.48,85.54,75.41,5.11,968.4,,541.55,133027920,7204.127008,14.340599,37.763417,1480,7668.607008,43.72,0.770332,-0.16837714382420763
C E Info Systems Ltd.,Computer software,INE0BV301023,MAPMYINDIA,31-12-2022,70.1,59.25,40.25,0.38,1.57,6.6,29.85,29.85,36.45,38.02,38.4,36.83,5.56,1664.85,,1134.55,53660772,6088.082887,19.744405,57.461849,578,6038.672887,29.01,1.703675,-0.22129977102466347
C E S C Ltd.,Wholesale trading,INE486A01021,CESC,31-12-2022,1995.0,1708.0,1809.0,156.0,119.0,51.0,186.0,186.0,237.0,356.0,512.0,393.0,1.4,169.0,,72.5,1325570430,9610.385618,5.820588,12.455785,1874,17131.195618,116.56,0.960557,-0.23739051576619835
C G Power & Indl. Solutions Ltd.,"Generators, transformers & switchgears",INE067A01029,CGPOWER,31-12-2022,1731.1,1645.27,1517.43,3.13,18.63,81.66,242.75,242.75,324.41,343.04,346.17,308.51,1.59,671.8,,302.5,1527096434,46194.667128,4.219642,71.688549,1638,46093.067128,78.35,1.260452,-0.19481232573431395
C I E Automotive India Ltd.,Other automobile ancillaries,INE536H01010,CIEINDIA,31-12-2022,1161.69,1110.95,1042.99,4.53,35.51,25.74,145.99,145.99,171.73,207.24,211.77,138.39,3.84,398.15,,394.85,379317379,14977.34671,12.242782,32.251656,3518,15100.08671,38.68,1.195448,-0.25847999501499275
C M S Info Systems Ltd.,Business services & consultancy,INE925R01014,CMSINFO,31-12-2022,442.23,437.74,376.32,4.56,30.71,22.27,66.76,66.76,89.03,119.74,124.3,93.59,4.33,352.65,,307.5,154273578,4743.912524,16.364435,18.790749,1127,4810.862523,60.13,1.927062,-0.22231802174705587
C S B Bank Ltd.,Banking services,INE679A01013,CSBBANK,31-12-2022,696.91,592.05,540.96,242.31,13.67,52.45,155.95,155.95,208.4,208.4,450.71,435.75,8.99,395.6,,248.1,173485827,4304.183368,27.870288,8.901953,1448,4420.893368,18.44,1.085213,0.17737526706292647
Camlin Fine Sciences Ltd.,Other chemical products,INE052I01032,CAMLINFINE,31-12-2022,183.71,172.69,194.51,11.65,7.54,3.55,15.79,15.79,19.34,26.88,38.53,30.99,1.08,155.55,,156.7,157078746,2461.42395,3.552358,44.11154,392,2882.65395,37.65,1.420802,-0.24540235502819857
Campus Activewear Ltd.,Footwear,INE278Y01022,CAMPUS,31-12-2022,466.5,465.62,380.24,8.23,19.56,16.69,48.31,48.31,65.0,84.56,92.79,73.23,1.59,263.65,,390.05,304686278,11884.288273,4.955261,78.714322,1229,12169.828273,96.96,0.846931,0.011937000761641073
Can Fin Homes Ltd.,Housing finance services,INE477A01020,CANFINHOME,31-12-2022,709.71,709.54,558.22,452.94,3.23,53.02,151.49,151.49,204.51,207.74,660.68,657.45,11.38,932.5,,567.9,133154125,7561.822759,43.237113,13.134549,1923,32042.152759,33.51,1.186302,-0.16633546810173813
Canara Bank,Banking services,INE476A01022,CANBK,31-12-2022,26217.86,22231.42,23336.34,13631.47,13.67,949.34,2881.52,2881.52,3830.86,3830.86,17462.33,17462.33,15.88,148.55,,303.8,1814130252,55113.277056,41.302382,7.355508,6496,-80656.082944,18.44,1.742678,0.17737526706292647
Cantabil Retail India Ltd.,Readymade garments,INE068L01024,CANTABIL,31-12-2022,163.67,163.1,155.73,6.56,13.77,9.22,26.95,26.95,36.17,49.94,56.5,42.73,16.51,256.15,,1109.05,16327608,1810.813365,29.753287,37.274874,269,2053.983365,42.45,0.788783,-0.28546545647070276
Caplin Point Laboratories Ltd.,Drugs & pharmaceuticals,INE475E01026,CAPLIPOINT,31-12-2022,159.96,130.6,101.86,0.04,6.47,15.19,59.17,59.17,74.36,80.83,80.87,74.4,7.8,1927.55,,691.6,75897746,5249.088113,27.515969,25.134496,280,4881.058113,39.53,1.068558,-0.19195911292555537
Capri Global Capital Ltd.,Other fund based financial services,INE180C01042,CGCL,31-12-2022,302.29,301.24,284.49,100.71,13.12,5.8,17.8,17.8,23.6,36.72,137.43,124.31,1.01,180.2,,751.45,175837055,13213.275498,7.48079,100.450627,247,16694.675498,33.67,0.859349,-0.23981065613779393
Carborundum Universal Ltd.,Other construction materials,INE120A01034,CARBORUNIV,31-12-2022,648.9,643.24,567.5,4.77,17.17,25.65,72.29,72.29,97.94,115.11,119.88,102.71,3.81,853.95,,972.2,189908874,18462.94073,14.531706,66.901985,1979,18216.99073,43.29,1.146276,-0.22983335779461173
Care Ratings Ltd.,Business services & consultancy,INE752H01013,CARERATING,31-12-2022,66.34,54.55,44.94,0.07,1.93,6.65,21.4,21.4,28.05,29.98,30.05,31.34,7.22,1550.15,,610.75,29680681,1812.747592,36.36709,16.79403,727,1301.827592,60.13,1.030514,-0.22231802174705587
Cartrade Tech Ltd.,Business services & consultancy,INE290S01011,CARTRADE,31-12-2022,57.25,42.0,45.43,0.13,1.48,3.82,11.82,11.82,15.64,17.12,17.25,15.77,2.53,2747.75,,501.4,46771491,2345.122559,-3.010381,30.7236545,1281,2304.402559,60.13,0.938039,-0.22231802174705587
Carysil Ltd.,Ceramic products,INE482D01024,CARYSIL,31-12-2022,70.65,69.73,68.59,2.61,5.99,1.07,3.88,3.88,4.95,10.94,13.55,6.84,1.45,894.5,,438.7,26771941,1174.485052,11.98643,36.599721,157,1303.635052,71.59,1.494017,-0.13587867522638308
Castrol India Ltd.,"Lubricants, etc.",INE172A01027,CASTROLIND,31-12-2022,1195.65,1176.01,967.59,1.57,20.82,54.57,193.32,193.32,247.89,268.71,270.28,249.46,1.95,182.85,,117.85,989122384,11656.807295,8.126093,14.502665,1111,10669.217295,12.28,0.773522,-0.3310810716453944
Ceat Ltd.,Tyres & tubes,INE482A01020,CEATLTD,31-12-2022,2714.51,2711.07,2550.77,65.43,117.46,15.34,41.81,41.81,57.15,174.61,240.04,122.07,10.34,3927.55,,1573.3,40450092,6364.012974,20.177952,77.971244,1743,8550.832974,47.38,1.147677,-0.16493441179989252
Cemindia Projects Ltd.,Infrastructural construction,INE686A01026,CEMPRO,31-12-2022,1192.02,1191.79,1155.37,39.07,29.19,7.75,36.65,36.65,44.4,73.59,112.66,83.47,2.13,800.15,,109.75,171787584,1885.368734,6.265296,17.51713,2276,2157.278734,-7779.86,1.57625,-0.2879215797575277
Central Bank Of India Ltd.,Banking services,INE483A01010,CENTRALBK,31-12-2022,7635.71,6716.55,7177.49,3432.09,13.67,353.21,458.22,458.22,811.43,811.43,4243.52,4243.52,0.53,36.7,,29.9,8680939432,25956.008902,1.032492,28.959064,1899,-19663.951098,18.44,1.254911,0.17737526706292647
